leftpic, middlepic, rightpic, steering angle, break, throttle, speedmph, battery temp, battery %
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_39_58_060.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_39_58_060.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_39_58_060.jpg,-0.3838369,0.9497395,0,80.26982,18.78,96.34,0.4
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_39_58_148.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_39_58_148.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_39_58_148.jpg,0,1,0,80.33381,18.78,96.33,0.4
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_39_58_241.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_39_58_241.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_39_58_241.jpg,0,1,0,80.33415,18.78,96.33,0.44649996757507326
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_39_58_344.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_39_58_344.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_39_58_344.jpg,0,1,0,80.32435,18.78,96.33,0.4
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_39_58_443.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_39_58_443.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_39_58_443.jpg,0,1,0,80.3362,18.77,96.33,0.4
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_39_58_539.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_39_58_539.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_39_58_539.jpg,0,1,0,80.33421,18.77,96.33,0.44799997806549074
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_39_58_632.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_39_58_632.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_39_58_632.jpg,0,1,0,80.32575,18.77,96.33,0.4015000104904175
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_39_58_727.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_39_58_727.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_39_58_727.jpg,0,1,0,80.32922,18.77,96.33,0.4
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_39_58_824.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_39_58_824.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_39_58_824.jpg,0,1,0,80.33897,18.76,96.33,0.4484999418258667
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_39_58_915.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_39_58_915.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_39_58_915.jpg,-0.004094508,1,0,80.33617,18.76,96.33,0.493999981880188
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_39_59_009.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_39_59_009.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_39_59_009.jpg,-0.06980249,1,0,80.32318,18.76,96.33,0.44699993133544924
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_39_59_100.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_39_59_100.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_39_59_100.jpg,-0.3023048,0.9952527,0,80.29669,18.76,96.33,0.4015000104904175
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_39_59_192.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_39_59_192.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_39_59_192.jpg,-0.1559312,1,0,80.33427,18.76,96.33,0.44750001430511477
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_39_59_286.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_39_59_286.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_39_59_286.jpg,0,1,0,80.33401,18.75,96.33,0.49450006484985354
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_39_59_376.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_39_59_376.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_39_59_376.jpg,0,1,0,80.33497,18.75,96.33,0.4495001077651978
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_39_59_473.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_39_59_473.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_39_59_473.jpg,0,1,0,80.3382,18.75,96.33,0.4010000467300415
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_39_59_578.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_39_59_578.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_39_59_578.jpg,0,1,0,80.33744,18.75,96.33,0.4
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_39_59_690.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_39_59_690.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_39_59_690.jpg,0,1,0,80.33537,18.74,96.33,0.4559999942779541
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_39_59_782.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_39_59_782.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_39_59_782.jpg,0,1,0,80.33474,18.74,96.33,0.5019999980926514
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_39_59_879.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_39_59_879.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_39_59_879.jpg,0,1,0,80.33358,18.74,96.33,0.4535000562667847
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_39_59_980.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_39_59_980.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_39_59_980.jpg,0,1,0,80.33924,18.74,96.33,0.403000020980835
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_00_086.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_00_086.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_00_086.jpg,0,1,0,80.33507,18.74,96.33,0.4
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_00_189.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_00_189.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_00_189.jpg,0,1,0,80.33533,18.73,96.33,0.4514999628067017
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_00_290.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_00_290.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_00_290.jpg,-0.09459372,1,0,80.33133,18.73,96.33,0.400999927520752
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_00_387.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_00_387.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_00_387.jpg,-0.1604901,1,0,80.32616,18.73,96.33,0.4
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_00_478.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_00_478.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_00_478.jpg,0,1,0,80.33605,18.73,96.33,0.44549992084503176
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_00_567.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_00_567.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_00_567.jpg,0,1,0,80.33602,18.72,96.33,0.48999991416931155
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_00_659.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_00_659.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_00_659.jpg,0,1,0,80.33591,18.72,96.33,0.4439999103546143
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_00_752.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_00_752.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_00_752.jpg,0,1,0,80.33583,18.72,96.33,0.4
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_00_852.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_00_852.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_00_852.jpg,0,1,0,80.33582,18.72,96.33,0.4499999523162842
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_00_954.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_00_954.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_00_954.jpg,0,1,0,80.33588,18.72,96.33,0.5009999513626099
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_01_049.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_01_049.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_01_049.jpg,0,1,0,80.33593,18.71,96.33,0.45349993705749514
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_01_143.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_01_143.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_01_143.jpg,0,1,0,80.33598,18.71,96.33,0.4065000057220459
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_01_239.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_01_239.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_01_239.jpg,0,1,0,80.33601,18.71,96.33,0.4545001029968262
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_01_332.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_01_332.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_01_332.jpg,-0.02146341,1,0,80.33644,18.71,96.33,0.5010000705718994
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_01_508.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_01_508.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_01_508.jpg,-0.1388637,1,0,80.32748,18.70,96.33,0.41300013065338137
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_01_603.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_01_603.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_01_603.jpg,-0.157589,1,0,80.32784,18.70,96.33,0.4
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_01_719.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_01_719.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_01_719.jpg,-0.227253,1,0,80.31845,18.70,96.33,0.45800008773803713
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_01_823.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_01_823.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_01_823.jpg,-0.0833284,1,0,80.33221,18.70,96.33,0.5100000143051148
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_01_923.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_01_923.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_01_923.jpg,0,1,0,80.34253,18.70,96.33,0.45999994277954104
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_02_020.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_02_020.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_02_020.jpg,0,1,0,80.34589,18.69,96.33,0.41150000095367434
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_02_118.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_02_118.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_02_118.jpg,0.007372377,1,0,80.33114,18.69,96.33,0.4
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_02_226.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_02_226.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_02_226.jpg,0.004998751,1,0,80.3411,18.69,96.33,0.45400002002716067
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_02_334.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_02_334.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_02_334.jpg,0.1291431,1,0,80.34624,18.69,96.33,0.4
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_02_427.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_02_427.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_02_427.jpg,0.2598056,1,0,80.31318,18.68,96.33,0.4
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_02_515.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_02_515.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_02_515.jpg,0.2569045,1,0,80.3192,18.68,96.33,0.44400002956390383
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_02_608.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_02_608.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_02_608.jpg,0.00202229,1,0,80.32742,18.68,96.33,0.4
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_02_703.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_02_703.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_02_703.jpg,0.5104303,0.8922826,0,80.21425,18.68,96.33,0.4
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_02_790.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_02_790.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_02_790.jpg,0.003001885,1,0,80.30885,18.68,96.33,0.4434999465942383
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_02_878.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_02_878.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_02_878.jpg,0,1,0,80.34202,18.67,96.33,0.4
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_02_973.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_02_973.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_02_973.jpg,-0.2387067,1,0,80.32388,18.67,96.33,0.4
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_03_069.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_03_069.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_03_069.jpg,-0.3606282,0.9894882,0,80.2947,18.67,96.33,0.44799997806549074
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_03_165.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_03_165.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_03_165.jpg,-0.31568,1,0,80.3227,18.67,96.33,0.4
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_03_272.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_03_272.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_03_272.jpg,0,1,0,80.34084,18.67,96.33,0.4
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_03_367.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_03_367.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_03_367.jpg,0,1,0,80.33113,18.66,96.33,0.44750001430511477
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_03_475.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_03_475.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_03_475.jpg,0,1,0,80.3355,18.66,96.33,0.4
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_03_583.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_03_583.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_03_583.jpg,0,1,0,80.33642,18.66,96.33,0.4
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_03_686.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_03_686.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_03_686.jpg,0,1,0,80.3361,18.66,96.33,0.45150008201599123
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_03_784.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_03_784.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_03_784.jpg,0,1,0,80.33591,18.66,96.33,0.40250017642974856
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_03_876.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_03_876.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_03_876.jpg,0,1,0,80.33826,18.65,96.33,0.4
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_03_968.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_03_968.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_03_968.jpg,-0.0393598,1,0,80.33313,18.65,96.33,0.4460000038146973
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_04_061.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_04_061.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_04_061.jpg,0,1,0,80.33463,18.65,96.33,0.4
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_04_156.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_04_156.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_04_156.jpg,0,1,0,80.33577,18.65,96.33,0.4
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_04_249.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_04_249.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_04_249.jpg,0,1,0,80.33614,18.64,96.33,0.4465000867843628
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_04_346.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_04_346.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_04_346.jpg,0,1,0,80.33642,18.64,96.33,0.4
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_04_443.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_04_443.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_04_443.jpg,0,1,0,80.33456,18.64,96.33,0.4
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_04_545.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_04_545.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_04_545.jpg,-0.02052151,1,0,80.33532,18.64,96.33,0.4509999990463257
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_04_646.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_04_646.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_04_646.jpg,-0.06200344,1,0,80.33436,18.64,96.33,0.40050008296966555
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_04_745.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_04_745.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_04_745.jpg,-0.07029229,1,0,80.33421,18.63,96.33,0.4
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_04_852.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_04_852.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_04_852.jpg,-0.02700188,1,0,80.33604,18.63,96.33,0.4535000562667847
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_04_960.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_04_960.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_04_960.jpg,-0.02899874,1,0,80.3344,18.63,96.33,0.4
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_05_064.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_05_064.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_05_064.jpg,-0.132421,1,0,80.3289,18.63,96.33,0.4
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_05_157.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_05_157.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_05_157.jpg,-0.04813844,1,0,80.33499,18.63,96.33,0.4465000867843628
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_05_253.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_05_253.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_05_253.jpg,-0.03197519,1,0,80.33598,18.62,96.33,0.4
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_05_345.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_05_345.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_05_345.jpg,-0.03197519,1,0,80.33858,18.62,96.33,0.4
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_05_435.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_05_435.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_05_435.jpg,-0.03197519,1,0,80.33775,18.62,96.33,0.4449999570846558
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_05_523.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_05_523.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_05_523.jpg,-0.02673814,1,0,80.33603,18.62,96.33,0.400999927520752
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_05_608.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_05_608.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_05_608.jpg,0,1,0,80.33432,18.61,96.33,0.4
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_05_695.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_05_695.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_05_695.jpg,0.2253315,1,0,80.31868,18.61,96.33,0.4434999465942383
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_05_779.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_05_779.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_05_779.jpg,0.2530238,0.9988697,0,80.31806,18.61,96.33,0.48550000190734866
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_05_863.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_05_863.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_05_863.jpg,0,1,0,80.33444,18.61,96.33,0.44350006580352785
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_05_943.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_05_943.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_05_943.jpg,0,1,0,80.33588,18.61,96.33,0.40349998474121096
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_06_024.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_06_024.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_06_024.jpg,0,1,0,80.33631,18.60,96.33,0.4439999103546143
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_06_106.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_06_106.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_06_106.jpg,0,1,0,80.33631,18.60,96.33,0.4849999189376831
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_06_195.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_06_195.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_06_195.jpg,0,1,0,80.3362,18.60,96.33,0.44049992561340334
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_06_285.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_06_285.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_06_285.jpg,-0.06637393,1,0,80.33511,18.60,96.33,0.4
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_06_377.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_06_377.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_06_377.jpg,0,1,0,80.33595,18.59,96.33,0.4460000038146973
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_06_459.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_06_459.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_06_459.jpg,0,1,0,80.33617,18.59,96.33,0.48700001239776614
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_06_537.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_06_537.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_06_537.jpg,0,1,0,80.33767,18.59,96.33,0.4480000972747803
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_06_618.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_06_618.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_06_618.jpg,-0.04192181,1,0,80.33337,18.59,96.33,0.4075000524520874
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_06_697.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_06_697.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_06_697.jpg,-0.2837302,0.9988697,0,80.30598,18.59,96.33,0.4
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_06_779.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_06_779.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_06_779.jpg,-0.3296957,0.9934443,0,80.29902,18.58,96.33,0.44100000858306887
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_06_855.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_06_855.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_06_855.jpg,0,1,0,80.32642,18.58,96.33,0.47899999618530276
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_06_929.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_06_929.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_06_929.jpg,0,1,0,80.3344,18.58,96.33,0.4420000553131104
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_07_005.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_07_005.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_07_005.jpg,0,1,0,80.33511,18.58,96.33,0.40399994850158694
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_40_07_077.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_40_07_077.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_40_07_077.jpg,0,1,0,80.33538,18.57,96.33,0.4
